"","station_nm","agency_cd","site_no","dec_lat_va","dec_lon_va","hucCd","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"52","SW-03  MUDDY CREEK FLOWPATH STUDY, VA.","USGS-MD","USGS-0162101750",38.534844,-78.9539183,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-0162101750","SW-03  MUDDY CREEK FLOWPATH STUDY, VA.","Stream",NA,"02070005",0.39,"sq mi",NA,NA,38.534844,-78.9539183,24000,"1","seconds","Interpolated from map","NAD83","1542.28","feet",".01","feet","Level or other surveying method","NGVD29","US",51,"165",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"53","SW-02  MUDDY CREEK FLOWPATH STUDY, VA.","USGS-MD","USGS-0162101770",38.5340107,-78.953085,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-0162101770","SW-02  MUDDY CREEK FLOWPATH STUDY, VA.","Stream",NA,"02070005",0.41,"sq mi",NA,NA,38.5340107,-78.953085,24000,"5","seconds","Interpolated from map","NAD83","1529.24","feet",".01","feet","Level or other surveying method","NGVD29","US",51,"165",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"54","SW-01  MUDDY CREEK FLOWPATH STUDY, VA.","USGS-MD","USGS-0162101790",38.531233,-78.9522516,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-0162101790","SW-01  MUDDY CREEK FLOWPATH STUDY, VA.","Stream",NA,"02070005",0.5,"sq mi",NA,NA,38.531233,-78.9522516,24000,"1","seconds","Interpolated from map","NAD83","1514.87","feet",".01","feet","Level or other surveying method","NGVD29","US",51,"165",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"55","TRIBUTARY OFF 771, VA","USGS-MD","USGS-01621018",38.5281776,-78.9489182,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-01621018","TRIBUTARY OFF 771, VA","Stream",NA,"02070005",NA,NA,NA,NA,38.5281776,-78.9489182,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"165",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"56","MUDDY CREEK AT STULTZ MILL, VA","USGS-MD","USGS-01621024",38.5137337,-78.9480849,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-01621024","MUDDY CREEK AT STULTZ MILL, VA","Stream",NA,"02070005",NA,NA,NA,NA,38.5137337,-78.9480849,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"165",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"57","LEWIS CREEK AT STAUNTON, VA","USGS-MD","USGS-01624490",38.1509651,-79.0591955,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-01624490","LEWIS CREEK AT STAUNTON, VA","Stream",NA,"02070005",15,"sq mi",NA,NA,38.1509651,-79.0591955,24000,"1","seconds","Interpolated from map","NAD83","1330","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"790",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"58","FOLLY MILLS CREEK NEAR STAUNTON, VA","USGS-MD","USGS-01624670",38.0951328,-79.0872512,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-01624670","FOLLY MILLS CREEK NEAR STAUNTON, VA","Stream",NA,"02070005",15,"sq mi",NA,NA,38.0951328,-79.0872512,24000,"1","seconds","Interpolated from map","NAD83","1420","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"59","POLECAT DRAFT NEAR PIEDMONT, VA","USGS-MD","USGS-01624950",38.2190198,-78.8750256,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-01624950","POLECAT DRAFT NEAR PIEDMONT, VA","Stream",NA,"02070005",5.61,"sq mi",NA,NA,38.2190198,-78.8750256,24000,"1","seconds","Interpolated from map","NAD83","1120","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"60","PORTERFIELD RUN NEAR CRIMORA, VA","USGS-MD","USGS-01626950",38.1318006,-78.8747466,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-01626950","PORTERFIELD RUN NEAR CRIMORA, VA","Stream",NA,"02070005",4.42,"sq mi",NA,NA,38.1318006,-78.8747466,24000,"1","seconds","Interpolated from map","NAD83","240","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"61","MILL CREEK NEAR HAMBURG, VA","USGS-MD","USGS-01629550",38.6353978,-78.5113984,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-01629550","MILL CREEK NEAR HAMBURG, VA","Stream",NA,"02070005",8.11,"sq mi",NA,NA,38.6353978,-78.5113984,24000,"1","seconds","Interpolated from map","NAD83","800","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"139",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"62","SHOEMAKER RIVER NEAR FULKS RUN, VA","USGS-MD","USGS-01631700",38.6403958,-78.8936378,"02070006","USGS-MD","USGS Maryland Water Science Center","USGS-01631700","SHOEMAKER RIVER NEAR FULKS RUN, VA","Stream",NA,"02070006",36,"sq mi",NA,NA,38.6403958,-78.8936378,24000,"1","seconds","Interpolated from map","NAD83","1110","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"165",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"63","HOLMANS RUN AT QUICKSBURG, VA","USGS-MD","USGS-01632750",38.7020607,-78.6814064,"02070006","USGS-MD","USGS Maryland Water Science Center","USGS-01632750","HOLMANS RUN AT QUICKSBURG, VA","Stream",NA,"02070006",17.9,"sq mi",NA,NA,38.7020607,-78.6814064,24000,"1","seconds","Interpolated from map","NAD83","920","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"171",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"64","TOMS BROOK AT TOMS BROOK, VA","USGS-MD","USGS-01633730",38.94511,-78.441952,"02070006","USGS-MD","USGS Maryland Water Science Center","USGS-01633730","TOMS BROOK AT TOMS BROOK, VA","Stream",NA,"02070006",9.35,"sq mi",NA,NA,38.94511,-78.441952,24000,"1","seconds","Interpolated from map","NAD83","681","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"171",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"65","PADDY RUN NEAR LEBANON CHURCH, VA","USGS-MD","USGS-01634100",39.0487181,-78.4941758,"02070006","USGS-MD","USGS Maryland Water Science Center","USGS-01634100","PADDY RUN NEAR LEBANON CHURCH, VA","Stream",NA,"02070006",9.4,"sq mi",NA,NA,39.0487181,-78.4941758,24000,"1","seconds","Interpolated from map","NAD83","1235","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"069",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"66","BUFFALO MARSH RUN NEAR MIDDLETOWN, VA","USGS-MD","USGS-01635045",39.0595515,-78.3044478,"02070006","USGS-MD","USGS Maryland Water Science Center","USGS-01635045","BUFFALO MARSH RUN NEAR MIDDLETOWN, VA","Stream",NA,"02070006",5.27,"sq mi",NA,NA,39.0595515,-78.3044478,24000,"1","seconds","Interpolated from map","NAD83","714","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"069",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"67","HAPPY CREEK AT CROSBY STADIUM AT FRONT ROYAL, VA","USGS-MD","USGS-01636215",38.9287222,-78.1902779,"02070005","USGS-MD","USGS Maryland Water Science Center","USGS-01636215","HAPPY CREEK AT CROSBY STADIUM AT FRONT ROYAL, VA","Stream",NA,"02070005",15.2,"sq mi",NA,NA,38.9287222,-78.1902779,24000,"1","seconds","Interpolated from map","NAD83","500","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"187",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"68","PAGE BROOK AT BOYCE, VA","USGS-MD","USGS-01636305",39.0973282,-78.0508314,"02070007","USGS-MD","USGS Maryland Water Science Center","USGS-01636305","PAGE BROOK AT BOYCE, VA","Stream",NA,"02070007",4.89,"sq mi",NA,NA,39.0973282,-78.0508314,24000,"1","seconds","Interpolated from map","NAD83","560","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"043",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"69","LITTLE CATOCTIN CREEK AT HARMONY, MD","USGS-MD","USGS-01637000",39.4820455,-77.5385989,"02070008","USGS-MD","USGS Maryland Water Science Center","USGS-01637000","LITTLE CATOCTIN CREEK AT HARMONY, MD","Stream",NA,"02070008",8.83,"sq mi",NA,NA,39.4820455,-77.5385989,NA,"1","seconds","Interpolated from map","NAD83","540","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"70","BROAD RUN NEAR JEFFERSON, MD","USGS-MD","USGS-01637950",39.366768,-77.5863779,"02070008","USGS-MD","USGS Maryland Water Science Center","USGS-01637950","BROAD RUN NEAR JEFFERSON, MD","Stream",NA,"02070008",15.3,"sq mi",NA,NA,39.366768,-77.5863779,24000,"1","seconds","Interpolated from map","NAD83","315","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"71","CATOCTIN CREEK AT OLIVE, MD","USGS-MD","USGS-01638050",39.3323238,-77.5788778,"02070008","USGS-MD","USGS Maryland Water Science Center","USGS-01638050","CATOCTIN CREEK AT OLIVE, MD","Stream",NA,"02070008",112,"sq mi",NA,NA,39.3323238,-77.5788778,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"72","RICHARD CREEK NEAR WATERFORD, VA","USGS-MD","USGS-01638450",39.2176029,-77.6302683,"02070008","USGS-MD","USGS Maryland Water Science Center","USGS-01638450","RICHARD CREEK NEAR WATERFORD, VA","Stream",NA,"02070008",9.2,"sq mi",NA,NA,39.2176029,-77.6302683,24000,"1","seconds","Interpolated from map","NAD83","360","feet","10","feet","Interpolated from topographic map","NGVD29","US",51,"107",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"73","POTOMAC RIVER AT POINT OF ROCKS, MD","USGS-MD","USGS-01638500",39.2735833,-77.5431111,"02070008","USGS-MD","USGS Maryland Water Science Center","USGS-01638500","POTOMAC RIVER AT POINT OF ROCKS, MD","Stream",NA,"02070008",9651,"sq mi",NA,NA,39.2735833,-77.5431111,NA,"1","seconds","Interpolated from map","NAD83","199.92","feet",".01","feet","Level or other surveying method","NAVD88","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"74","MUMMASBURG RUN NEAR GETTYSBURG, PA","USGS-MD","USGS-01638740",39.8637058,-77.2894295,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01638740","MUMMASBURG RUN NEAR GETTYSBURG, PA","Stream",NA,"02070009",5.5,"sq mi",NA,NA,39.8637058,-77.2894295,24000,"1","seconds","Interpolated from map","NAD83","535","feet","5","feet","Interpolated from topographic map","NGVD29","US",42,"001",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"75","WHITES RUN NEAR TWO TAVERNS, PA","USGS-MD","USGS-01638895",39.8020418,-77.1785949,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01638895","WHITES RUN NEAR TWO TAVERNS, PA","Stream",NA,"02070009",7.8,"sq mi",NA,NA,39.8020418,-77.1785949,24000,"1","seconds","Interpolated from map","NAD83","450","feet","10","feet","Interpolated from topographic map","NGVD29","US",42,"001",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"76","LITTLES RUN NEAR GETTYSBURG, PA","USGS-MD","USGS-01638920",39.7814864,-77.195262,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01638920","LITTLES RUN NEAR GETTYSBURG, PA","Stream",NA,"02070009",6.8,"sq mi",NA,NA,39.7814864,-77.195262,24000,"1","seconds","Interpolated from map","NAD83","430","feet","10","feet","Interpolated from topographic map","NGVD29","US",42,"001",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"77","ALLOWAY CREEK AT HARNEY, MD","USGS-MD","USGS-01638996",39.7142654,-77.1860952,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01638996","ALLOWAY CREEK AT HARNEY, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.7142654,-77.1860952,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"78","MONOCACY RIVER AT BRIDGEPORT, MD","USGS-MD","USGS-01639000",39.6790556,-77.2345278,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01639000","MONOCACY RIVER AT BRIDGEPORT, MD","Stream",NA,"02070009",173,"sq mi",NA,NA,39.6790556,-77.2345278,NA,"1","seconds","Interpolated from map","NAD83","340.18","feet",".1","feet","Interpolated from digital elevation model (DEM)","NAVD88","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"79","PINEY CREEK AT MD 194 NEAR TANEYTOWN, MD","USGS-MD","USGS-01639086",39.7037106,-77.127761,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01639086","PINEY CREEK AT MD 194 NEAR TANEYTOWN, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.7037106,-77.127761,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"80","PINEY CREEK TRIBUTARY NEAR TANEYTOWN, MD","USGS-MD","USGS-01639088",39.6956552,-77.1197053,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01639088","PINEY CREEK TRIBUTARY NEAR TANEYTOWN, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.6956552,-77.1197053,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"81","PINEY CREEK AT FRINGER RD NEAR TANEYTOWN, MD","USGS-MD","USGS-01639105",39.6687106,-77.1660946,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01639105","PINEY CREEK AT FRINGER RD NEAR TANEYTOWN, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.6687106,-77.1660946,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"82","PINEY CREEK NEAR TANEYTOWN, MD","USGS-MD","USGS-01639140",39.66075,-77.2209722,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01639140","PINEY CREEK NEAR TANEYTOWN, MD","Stream",NA,"02070009",31.3,"sq mi",NA,NA,39.66075,-77.2209722,24000,"1","seconds","Interpolated from map","NAD83","383.22","feet",".01","feet","Level or other surveying method","NGVD29","US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"83","FLAT RUN AT EMMITSBURG, MD","USGS-MD","USGS-01639380",39.7081528,-77.3216529,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01639380","FLAT RUN AT EMMITSBURG, MD","Stream",NA,"02070009",9.7,"sq mi",NA,NA,39.7081528,-77.3216529,24000,"1","seconds","Interpolated from map","NAD83","390","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"84","SILVER RUN NEAR SILVER RUN, MD","USGS-MD","USGS-01639440",39.6773223,-77.093316,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01639440","SILVER RUN NEAR SILVER RUN, MD","Stream",NA,"02070009",8.77,"sq mi",NA,NA,39.6773223,-77.093316,NA,"1","seconds","Interpolated from map","NAD83","490","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"85","BEAR BRANCH NEAR FRIZZELLBURG, MD","USGS-MD","USGS-01639462",39.6314894,-77.0769268,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01639462","BEAR BRANCH NEAR FRIZZELLBURG, MD","Stream",NA,"02070009",9.1,"sq mi",NA,NA,39.6314894,-77.0769268,24000,"1","seconds","Interpolated from map","NAD83","500","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"86","BIG PIPE CREEK AT BRUCEVILLE, MD","USGS-MD","USGS-01639500",39.6123611,-77.2374444,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01639500","BIG PIPE CREEK AT BRUCEVILLE, MD","Stream",NA,"02070009",102,"sq mi",NA,NA,39.6123611,-77.2374444,NA,"1","seconds","Interpolated from map","NAD83","336.21","feet",".1","feet","Interpolated from digital elevation model (DEM)","NAVD88","US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"87","LITTLE PIPE CREEK AT AVONDALE, MD","USGS-MD","USGS-01640000",39.5612122,-77.043593,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640000","LITTLE PIPE CREEK AT AVONDALE, MD","Stream",NA,"02070009",8.1,"sq mi",NA,NA,39.5612122,-77.043593,NA,"1","seconds","Interpolated from map","NAD83","525","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"88","SAMS CREEK NEAR UNION BRIDGE, MD","USGS-MD","USGS-01640155",39.537601,-77.1708156,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640155","SAMS CREEK NEAR UNION BRIDGE, MD","Stream",NA,"02070009",16.6,"sq mi",NA,NA,39.537601,-77.1708156,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"89","OWENS CREEK AT FOXVILLE, MD","USGS-MD","USGS-01640455",39.6503746,-77.4924887,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640455","OWENS CREEK AT FOXVILLE, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.6503746,-77.4924887,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"90","OWENS CREEK NEAR FOXVILLE, MD","USGS-MD","USGS-01640456",39.6537079,-77.4880442,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640456","OWENS CREEK NEAR FOXVILLE, MD","Stream",NA,"02070009",1.01,"sq mi",NA,NA,39.6537079,-77.4880442,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"91","OWENS CREEK TRIBUTARY NEAR FOXVILLE, MD","USGS-MD","USGS-01640457",39.65843,-77.4869331,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640457","OWENS CREEK TRIBUTARY NEAR FOXVILLE, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.65843,-77.4869331,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"92","MONOCACY RIVER NEAR WOODSBORO, MD","USGS-MD","USGS-01640900",39.5631556,-77.3508182,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640900","MONOCACY RIVER NEAR WOODSBORO, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.5631556,-77.3508182,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"93","HUNTING CREEK NEAR FOXVILLE, MD","USGS-MD","USGS-01640965",39.6195424,-77.4663767,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640965","HUNTING CREEK NEAR FOXVILLE, MD","Stream",NA,"02070009",2.14,"sq mi",NA,NA,39.6195424,-77.4663767,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"94","HUNTING CREEK TRIBUTARY NEAR FOXVILLE, MD","USGS-MD","USGS-01640970",39.6284311,-77.4619322,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640970","HUNTING CREEK TRIBUTARY NEAR FOXVILLE, MD","Stream",NA,"02070009",4.01,"sq mi",NA,NA,39.6284311,-77.4619322,NA,"1","seconds","Interpolated from map","NAD83","990","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"95","HUNTING CREEK NEAR THURMONT,MD","USGS-MD","USGS-01640975",39.6300978,-77.4552655,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640975","HUNTING CREEK NEAR THURMONT,MD","Stream",NA,"02070009",7.08,"sq mi",NA,NA,39.6300978,-77.4552655,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"96","BEAR BRANCH NEAR THURMONT, MD","USGS-MD","USGS-01640980",39.6209315,-77.4397095,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01640980","BEAR BRANCH NEAR THURMONT, MD","Stream",NA,"02070009",0.38,"sq mi",NA,NA,39.6209315,-77.4397095,NA,"1","seconds","Interpolated from map","NAD83","790","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"97","HUNTING CREEK AT JIMTOWN, MD","USGS-MD","USGS-01641000",39.5936111,-77.3965222,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01641000","HUNTING CREEK AT JIMTOWN, MD","Stream",NA,"02070009",18.4,"sq mi",NA,NA,39.5936111,-77.3965222,NA,".1","seconds","Interpolated from map","NAD83","355","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"98","FISHING CREEK NEAR LEWISTOWN, MD","USGS-MD","USGS-01641500",39.5271389,-77.4670278,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01641500","FISHING CREEK NEAR LEWISTOWN, MD","Stream",NA,"02070009",7.29,"sq mi",NA,NA,39.5271389,-77.4670278,NA,".1","seconds","Interpolated from map","NAD83","735","feet","10","feet","Interpolated from topographic map","NGVD29","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"99","FISHING CREEK TRIBUTARY NEAR LEWISTOWN, MD","USGS-MD","USGS-01641510",39.5359337,-77.4463751,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01641510","FISHING CREEK TRIBUTARY NEAR LEWISTOWN, MD","Stream",NA,"02070009",0.4,"sq mi",NA,NA,39.5359337,-77.4463751,NA,"1","seconds","Interpolated from map","NAD83","542.30","feet",".01","feet","Level or other surveying method","NGVD29","US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"100","MONOCACY RIVER NEAR WALKERSVILLE, MD","USGS-MD","USGS-01641810",39.4798238,-77.3880403,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01641810","MONOCACY RIVER NEAR WALKERSVILLE, MD","Stream",NA,"02070009",637,"sq mi",NA,NA,39.4798238,-77.3880403,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"101","GLADE CREEK NEAR WALKERSVILLE, MD","USGS-MD","USGS-01641830",39.4762127,-77.3719289,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01641830","GLADE CREEK NEAR WALKERSVILLE, MD","Stream",NA,"02070009",7.7,"sq mi",NA,NA,39.4762127,-77.3719289,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"102","ISREAL CREEK NEAR WOODSBORO, MD","USGS-MD","USGS-01642040",39.5412117,-77.2872056,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01642040","ISREAL CREEK NEAR WOODSBORO, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.5412117,-77.2872056,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"103","ISREAL CREEK AT WOODSBORO, MD","USGS-MD","USGS-01642042",39.5303786,-77.3072058,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01642042","ISREAL CREEK AT WOODSBORO, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.5303786,-77.3072058,24000,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"104","CABBAGE RUN AT WALKERSVILLE, MD","USGS-MD","USGS-01642044",39.4923237,-77.3177612,"02070009","USGS-MD","USGS Maryland Water Science Center","USGS-01642044","CABBAGE RUN AT WALKERSVILLE, MD","Stream",NA,"02070009",NA,NA,NA,NA,39.4923237,-77.3177612,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"105","ISREAL CREEK TRIBUTARY NEAR WALKERSVILLE, MD","USGS-MD","USGS-01642046",39.4748239,-77.3049833,NA,"USGS-MD","USGS Maryland Water Science Center","USGS-01642046","ISREAL CREEK TRIBUTARY NEAR WALKERSVILLE, MD","Stream",NA,NA,NA,NA,NA,NA,39.4748239,-77.3049833,NA,"1","seconds","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
